ID,name,description,url,created,last modified,version,contributors,associated groups,associated groups citations,relationship citations,name_zh,description_zh
G0126,Higaisa,"[Higaisa](https://attack.mitre.org/groups/G0126) is a threat group suspected to have South Korean origins. [Higaisa](https://attack.mitre.org/groups/G0126) has targeted government, public, and trade organizations in North Korea; however, they have also carried out attacks in China, Japan, Russia, Poland, and other nations. [Higaisa](https://attack.mitre.org/groups/G0126) was first disclosed in early 2019 but is assessed to have operated as early as 2009.(Citation: Malwarebytes Higaisa 2020)(Citation: Zscaler Higaisa 2020)(Citation: PTSecurity Higaisa 2020)",https://attack.mitre.org/groups/G0126,05 March 2021,22 April 2021,1.0,"Daniyal Naeem, BT Security",,,"(Citation: Malwarebytes Higaisa 2020),(Citation: PTSecurity Higaisa 2020),(Citation: Malwarebytes Higaisa 2020),(Citation: PTSecurity Higaisa 2020),(Citation: Zscaler Higaisa 2020),",希加萨,[higaisa]（https://attack.mitre.org/groups/g0126）是一个涉嫌具有韩国起源的威胁群体。 [higaisa]（https://attack.mitre.org/groups/g0126）针对朝鲜的政府，公共和贸易组织；但是，他们还在中国，日本，俄罗斯，波兰和其他国家进行了攻击。 [higaisa]（https://attack.mitre.org/groups/g0126）于2019年初首次披露，但最早被评估为2009年。引用：ptsecurity higaisa 2020）
G0100,Inception,"[Inception](https://attack.mitre.org/groups/G0100) is a cyber espionage group active since at least 2014. The group has targeted multiple industries and governmental entities primarily in Russia, but has also been active in the United States and throughout Europe, Asia, Africa, and the Middle East.(Citation: Unit 42 Inception November 2018)(Citation: Symantec Inception Framework March 2018)(Citation: Kaspersky Cloud Atlas December 2014)",https://attack.mitre.org/groups/G0100,08 May 2020,12 October 2021,1.1,"Oleg Skulkin, Group-IB","Cloud Atlas, Inception Framework","(Citation: Kaspersky Cloud Atlas December 2014), (Citation: Symantec Inception Framework March 2018)","(Citation: Kaspersky Cloud Atlas August 2019),(Citation: Unit 42 Inception November 2018),(Citation: Symantec Inception Framework March 2018),(Citation: Kaspersky Cloud Atlas August 2019),(Citation: Kaspersky Cloud Atlas December 2014),(Citation: Unit 42 Inception November 2018),",成立,[Inception]（https://attack.mitre.org/groups/g0100）至少从2014年起就活跃于网络间谍组。该集团主要针对多个行业和政府实体，主要在俄罗斯，但也活跃于联合国各州以及整个欧洲，亚洲，非洲和中东。
G0136,IndigoZebra,[IndigoZebra](https://attack.mitre.org/groups/G0136) is a suspected Chinese cyber espionage group that has been targeting Central Asian governments since at least 2014.(Citation: HackerNews IndigoZebra July 2021)(Citation: Checkpoint IndigoZebra July 2021)(Citation: Securelist APT Trends Q2 2017),https://attack.mitre.org/groups/G0136,24 September 2021,16 October 2021,1.0,"Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India; Yoshihiro Kori, NEC Corporation",,,"(Citation: Checkpoint IndigoZebra July 2021),(Citation: Securelist APT Trends Q2 2017),(Citation: Checkpoint IndigoZebra July 2021),(Citation: HackerNews IndigoZebra July 2021),(Citation: Securelist APT Trends Q2 2017),",靛蓝,[Indigozebra]（https://attack.mitre.org/groups/g0136）是一个怀疑的中国网络间谍团体，至少从2014年起一直针对中亚政府。 2021年7月）（引文：Securelist APT趋势2017年第2季度）
G0119,Indrik Spider,"[Indrik Spider](https://attack.mitre.org/groups/G0119) is a Russia-based cybercriminal group that has been active since at least 2014. [Indrik Spider](https://attack.mitre.org/groups/G0119) initially started with the [Dridex](https://attack.mitre.org/software/S0384) banking Trojan, and then by 2017 they began running ransomware operations using [BitPaymer](https://attack.mitre.org/software/S0570), [WastedLocker](https://attack.mitre.org/software/S0612), and Hades ransomware.(Citation: Crowdstrike Indrik November 2018)(Citation: Crowdstrike EvilCorp March 2021)(Citation: Treasury EvilCorp Dec 2019)",https://attack.mitre.org/groups/G0119,06 January 2021,15 September 2022,2.1,,Evil Corp,(Citation: Crowdstrike EvilCorp March 2021)(Citation: Treasury EvilCorp Dec 2019),"(Citation: NCC Group WastedLocker June 2020),(Citation: Symantec WastedLocker June 2020),(Citation: Crowdstrike Indrik November 2018),(Citation: Treasury EvilCorp Dec 2019),(Citation: Crowdstrike EvilCorp March 2021),(Citation: Crowdstrike Indrik November 2018),(Citation: Symantec WastedLocker June 2020),",Indrik蜘蛛,[Indrik Spider]（https://attack.mitre.org/groups/g0119）是一个基于俄罗斯的网络犯罪群，至少从2014年起就一直活跃。 groups/g0119）最初从[dridex]（https://attack.mitre.org/software/s0384）banking trojan开始，然后到2017年，他们开始使用[bitpaymer]（httpps：//attack.mitre rere resre ransemware操作） 。 2019年12月的财政部Evilcorp）
G0004,Ke3chang,"[Ke3chang](https://attack.mitre.org/groups/G0004) is a threat group attributed to actors operating out of China. [Ke3chang](https://attack.mitre.org/groups/G0004) has targeted oil, government, diplomatic, military, and NGOs in Central and South America, the Caribbean, Europe, and North America since at least 2010.(Citation: Mandiant Operation Ke3chang November 2014)(Citation: NCC Group APT15 Alive and Strong)(Citation: APT15 Intezer June 2018)(Citation: Microsoft NICKEL December 2021)",https://attack.mitre.org/groups/G0004,31 May 2017,22 July 2022,2.0,"Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India","APT15, GREF, Mirage, NICKEL, Playful Dragon, RoyalAPT, Vixen Panda","(Citation: NCC Group APT15 Alive and Strong), (Citation: NCC Group APT15 Alive and Strong), (Citation: NCC Group APT15 Alive and Strong), (Citation: Microsoft NICKEL December 2021), (Citation: NCC Group APT15 Alive and Strong)(Citation: APT15 Intezer June 2018), (Citation: APT15 Intezer June 2018), (Citation: NCC Group APT15 Alive and Strong)(Citation: APT15 Intezer June 2018)","(Citation: NCC Group APT15 Alive and Strong),(Citation: APT15 Intezer June 2018),(Citation: Microsoft NICKEL December 2021),(Citation: ESET Okrum July 2019),(Citation: Mandiant Operation Ke3chang November 2014),(Citation: Microsoft NICKEL December 2021),(Citation: Mandiant Operation Ke3chang November 2014),(Citation: NCC Group APT15 Alive and Strong),",ke3chang,[ke3chang]（https://attack.mitre.org/groups/g0004）是一个威胁群体，归因于中国经营的行为者。 [Ke3chang]（https://attack.mitre.org/groups/g0004）在中部和南美，加勒比海，欧洲和北美的石油，政府，外交，军事和非政府组织都针对石油，政府，外交，军事和非政府组织。引用：Mandiant操作KE3chang 2014年11月）（引用：NCC Group APT15 Alive and Strong）（引文：APT15 Intezer 2018年6月）（引用：Microsoft Nickel 2021年12月）
G0094,Kimsuky,"[Kimsuky](https://attack.mitre.org/groups/G0094) is a North Korea-based cyber espionage group that has been active since at least 2012. The group initially focused on targeting South Korean government entities, think tanks, and individuals identified as experts in various fields, and expanded its operations to include the United States, Russia, Europe, and the UN. [Kimsuky](https://attack.mitre.org/groups/G0094) has focused its intelligence collection activities on foreign policy and national security issues related to the Korean peninsula, nuclear policy, and sanctions.(Citation: EST Kimsuky April 2019)(Citation: BRI Kimsuky April 2019)(Citation: Cybereason Kimsuky November 2020)(Citation: Malwarebytes Kimsuky June 2021)(Citation: CISA AA20-301A Kimsuky)

[Kimsuky](https://attack.mitre.org/groups/G0094) was assessed to be responsible for the 2014 Korea Hydro & Nuclear Power Co. compromise; other notable campaigns include Operation STOLEN PENCIL (2018), Operation Kabar Cobra (2019), and Operation Smoke Screen (2019).(Citation: Netscout Stolen Pencil Dec 2018)(Citation: EST Kimsuky SmokeScreen April 2019)(Citation: AhnLab Kimsuky Kabar Cobra Feb 2019)

North Korean group definitions are known to have significant overlap, and some security researchers report all North Korean state-sponsored cyber activity under the name [Lazarus Group](https://attack.mitre.org/groups/G0032) instead of tracking clusters or subgroups.",https://attack.mitre.org/groups/G0094,26 August 2019,24 May 2022,3.1,"Dongwook Kim, KISA; Taewoo Lee, KISA","Black Banshee, STOLEN PENCIL, Thallium, Velvet Chollima","(Citation: Cybereason Kimsuky November 2020)(Citation: Malwarebytes Kimsuky June 2021), (Citation: Netscout Stolen Pencil Dec 2018), (Citation: Cybereason Kimsuky November 2020)(Citation: Malwarebytes Kimsuky June 2021), (Citation: Zdnet Kimsuky Dec 2018)(Citation: ThreatConnect Kimsuky September 2020)(Citation: Malwarebytes Kimsuky June 2021)","(Citation: KISA Operation Muzabi),(Citation: Malwarebytes Kimsuky June 2021),(Citation: CISA AA20-301A Kimsuky),(Citation: Netscout Stolen Pencil Dec 2018),(Citation: Crowdstrike GTR2020 Mar 2020),(Citation: Talos Kimsuky Nov 2021),(Citation: Cybereason Kimsuky November 2020),(Citation: KISA Operation Muzabi),(Citation: ThreatConnect Kimsuky September 2020),(Citation: Zdnet Kimsuky Group September 2020),(Citation: Malwarebytes Kimsuky June 2021),(Citation: CISA AA20-301A Kimsuky),(Citation: Securelist Kimsuky Sept 2013),(Citation: Netscout Stolen Pencil Dec 2018),(Citation: Crowdstrike GTR2020 Mar 2020),(Citation: Zdnet Kimsuky Dec 2018),(Citation: Talos Kimsuky Nov 2021),(Citation: VirusBulletin Kimsuky October 2019),(Citation: Cybereason Kimsuky November 2020),(Citation: EST Kimsuky April 2019),",Kimsuky,"[Kimsuky](https://attack.mitre.org/groups/G0094) is a North Korea-based cyber espionage group that has been active since at least 2012. The group initially focused on targeting South Korean government entities, think tanks,个人被确定为各个领域的专家，并将其业务扩展到包括美国，俄罗斯，欧洲和联合国。 [Kimsuky]（https://attack.mitre.org/groups/g0094）将其情报收集活动集中在与朝鲜半岛，核政策和制裁有关的外交政策和国家安全问题上。 （引文：Bri Kimsuky 2019年4月）（引文：Cyber​​eason Kimsuky 2020年11月）（引文：Malwarebytes Kimsuky 2021年6月）（引用：CISA AA20-301A Kimsuky）

[Kimsuky]（https://attack.mitre.org/groups/g0094）被评估为负责2014年韩国水电和核电公司的妥协；其他值得注意的活动包括《被盗铅笔》（2018年），卡巴尔眼镜蛇行动（2019）和烟雾屏幕（2019）。眼镜蛇2019年2月）

已知朝鲜集团的定义具有显着重叠，一些安全研究人员报告了所有朝鲜国家赞助的网络活动，名称为[Lazarus Group]（https://attack.mitre.mitre.org/groups/g0032），而不是跟踪集群。或子组。"
G1004,LAPSUS$,"[LAPSUS$](https://attack.mitre.org/groups/G1004) is cyber criminal threat group that has been active since at least mid-2021. [LAPSUS$](https://attack.mitre.org/groups/G1004) specializes in large-scale social engineering and extortion operations, including destructive attacks without the use of ransomware. The group has targeted organizations globally, including in the government, manufacturing, higher education, energy, healthcare, technology, telecommunications, and media sectors.(Citation: BBC LAPSUS Apr 2022)(Citation: MSTIC DEV-0537 Mar 2022)(Citation: UNIT 42 LAPSUS Mar 2022)",https://attack.mitre.org/groups/G1004,09 June 2022,12 October 2022,1.0,"David Hughes, BT Security; Flavio Costa, Cisco; Matt Brenton, Zurich Insurance Group",DEV-0537,(Citation: MSTIC DEV-0537 Mar 2022),"(Citation: MSTIC DEV-0537 Mar 2022),(Citation: MSTIC DEV-0537 Mar 2022),",拉普斯$,[LAPSUS $]（https://attack.mitre.org/groups/g1004）是网络犯罪威胁集团，至少从2021年中期开始就一直活跃。 [LAPSUS $]（https://attack.mitre.org/groups/g1004）专门从事大型社会工程和勒索操作，包括不使用勒索软件的破坏性攻击。该集团针对全球的组织，包括政府，制造业，高等教育，能源，医疗保健，技术，电信和媒体部门。 42单元2022年3月）
G0032,Lazarus Group,"[Lazarus Group](https://attack.mitre.org/groups/G0032) is a North Korean state-sponsored cyber threat group that has been attributed to the Reconnaissance General Bureau.(Citation: US-CERT HIDDEN COBRA June 2017)(Citation: Treasury North Korean Cyber Groups September 2019) The group has been active since at least 2009 and was reportedly responsible for the November 2014 destructive wiper attack against Sony Pictures Entertainment as part of a campaign named Operation Blockbuster by Novetta. Malware used by [Lazarus Group](https://attack.mitre.org/groups/G0032) correlates to other reported campaigns, including Operation Flame, Operation 1Mission, Operation Troy, DarkSeoul, and Ten Days of Rain. (Citation: Novetta Blockbuster)

North Korean group definitions are known to have significant overlap, and some security researchers report all North Korean state-sponsored cyber activity under the name [Lazarus Group](https://attack.mitre.org/groups/G0032) instead of tracking clusters or subgroups, such as [Andariel](https://attack.mitre.org/groups/G0138), [APT37](https://attack.mitre.org/groups/G0067), [APT38](https://attack.mitre.org/groups/G0082), and [Kimsuky](https://attack.mitre.org/groups/G0094).   ",https://attack.mitre.org/groups/G0032,31 May 2017,23 August 2022,3.1,"Dragos  Threat  Intelligence; Kyaw Pyiyt Htet, @KyawPyiytHtet","Guardians of Peace, HIDDEN COBRA, Labyrinth Chollima, NICKEL ACADEMY, ZINC","(Citation: US-CERT HIDDEN COBRA June 2017), The U.S. Government refers to malicious cyber activity by the North Korean government as HIDDEN COBRA.(Citation: US-CERT HIDDEN COBRA June 2017)(Citation: US-CERT HOPLIGHT Apr 2019), (Citation: CrowdStrike Labyrinth Chollima Feb 2022), (Citation: Secureworks NICKEL ACADEMY Dec 2017), (Citation: Microsoft ZINC disruption Dec 2017)","(Citation: US-CERT TYPEFRAME June 2018),(Citation: US-CERT BADCALL),(Citation: US-CERT HARDRAIN March 2018),(Citation: McAfee Bankshot),(Citation: Lazarus RATANKBA),(Citation: CISA EB Aug 2020),(Citation: Kaspersky ThreatNeedle Feb 2021),(Citation: FireEye WannaCry 2017),(Citation: McAfee Lazarus Nov 2020),(Citation: US-CERT KEYMARBLE Aug 2018),(Citation: SecureWorks WannaCry Analysis),(Citation: Kaspersky Dtrack),(Citation: CISA AppleJeus Feb 2021),(Citation: US-CERT Volgmer Nov 2017),(Citation: Novetta Blockbuster Loaders),(Citation: ClearSky Lazarus Aug 2020),(Citation: FireEye APT38 Oct 2018),(Citation: Novetta Blockbuster),(Citation: US-CERT FALLCHILL Nov 2017),(Citation: McAfee GhostSecret),(Citation: LogRhythm WannaCry),(Citation: CISA MAR-10288834-2.v1  TAINTEDSCRIBE MAY 2020),(Citation: US-CERT HOPLIGHT Apr 2019),(Citation: US-CERT HOTCROISSANT February 2020),(Citation: TrendMicro Lazarus Nov 2018),(Citation: SentinelOne Lazarus macOS July 2020),(Citation: US-CERT BLINDINGCAN Aug 2020),(Citation: TrendMicro macOS Dacls May 2020),(Citation: Novetta Blockbuster Destructive Malware),(Citation: Novetta Blockbuster Tools),(Citation: McAfee Bankshot),(Citation: Lazarus APT January 2022),(Citation: Qualys LolZarus),(Citation: Kaspersky ThreatNeedle Feb 2021),(Citation: Novetta Blockbuster RATs),(Citation: RATANKBA),(Citation: Google TAG Lazarus Jan 2021),(Citation: McAfee Lazarus Nov 2020),(Citation: ESET Lazarus Jun 2020),(Citation: CISA AppleJeus Feb 2021),(Citation: Novetta Blockbuster Loaders),(Citation: ClearSky Lazarus Aug 2020),(Citation: US-CERT SHARPKNOT June 2018),(Citation: ESET Twitter Ida Pro Nov 2021),(Citation: Novetta Blockbuster),(Citation: US-CERT FALLCHILL Nov 2017),(Citation: McAfee GhostSecret),(Citation: McAfee Lazarus Resurfaces Feb 2018),(Citation: CISA MAR-10288834-2.v1  TAINTEDSCRIBE MAY 2020),(Citation: SentinelOne Lazarus macOS July 2020),(Citation: Novetta Blockbuster Destructive Malware),(Citation: TrendMicro macOS Dacls May 2020),(Citation: McAfee Lazarus Jul 2020),",拉撒路集团,"[Lazarus Group]（https://attack.mitre.org/groups/g0032）是一个朝鲜州国家支持的网络威胁集团，已归因于侦察将军局（引用：US-Cert Hidden Cobra 2017年6月）） （引文：美国国库朝鲜网络集团2019年9月）该集团至少从2009年开始就活跃起来，据报道，由于Novetta名为“ Blockuster”的一项竞选活动的一部分，2014年11月对2014年11月的破坏性雨刷袭击了索尼影业娱乐公司。 [Lazarus Group]使用的恶意软件（https://attack.mitre.org/groups/g0032）与其他报告的广告系列相关联，包括操作火焰，操作1，Troy，Darkseoul操作，Darkseoul操作和十天的雨水。 （引文：Novetta Blockbuster）

已知朝鲜集团的定义具有显着重叠，一些安全研究人员报告了所有朝鲜国家赞助的网络活动，名称为[Lazarus Group]（https://attack.mitre.mitre.org/groups/g0032），而不是跟踪集群。或子组，例如[andariel]（https://attack.mitre.org/groups/g0138），[apt37]（https://attack.mitre.org.org/groups/g0067），[apt38]（https：// /Attack.mitre.org/groups/g0082）和[Kimsuky]（https://attack.mitre.org/groups/g0094）。"
G0140,LazyScripter,"[LazyScripter](https://attack.mitre.org/groups/G0140) is threat group that has mainly targeted the airlines industry since at least 2018, primarily using open-source toolsets.(Citation: MalwareBytes LazyScripter Feb 2021)",https://attack.mitre.org/groups/G0140,24 November 2021,15 April 2022,1.0,"Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India",,,"(Citation: MalwareBytes LazyScripter Feb 2021),(Citation: MalwareBytes LazyScripter Feb 2021),",lazyscripter,[lazyscripter]（https://attack.mitre.org/groups/g0140）是威胁组，至少从2018年起主要针对航空行业，主要是使用开放式工具集。
G0077,Leafminer,[Leafminer](https://attack.mitre.org/groups/G0077) is an Iranian threat group that has targeted government organizations and business entities in the Middle East since at least early 2017. (Citation: Symantec Leafminer July 2018),https://attack.mitre.org/groups/G0077,17 October 2018,12 October 2021,2.3,,Raspite,(Citation: Dragos Raspite Aug 2018),"(Citation: Symantec Leafminer July 2018),(Citation: Symantec Leafminer July 2018),",叶子机,[Leafminer]（https://attack.mitre.org/groups/g0077）是一个伊朗威胁集团，至少从2017年初起就针对中东的政府组织和商业实体。（引用：Symantec Leafminer 2018年7月）
G0065,Leviathan,"[Leviathan](https://attack.mitre.org/groups/G0065) is a Chinese state-sponsored cyber espionage group that has been attributed to the Ministry of State Security's (MSS) Hainan State Security Department and an affiliated front company.(Citation: CISA AA21-200A APT40 July 2021) Active since at least 2009, [Leviathan](https://attack.mitre.org/groups/G0065) has targeted the following sectors: academia, aerospace/aviation, biomedical, defense industrial base, government, healthcare, manufacturing, maritime, and transportation across the US, Canada, Europe, the Middle East, and Southeast Asia.(Citation: CISA AA21-200A APT40 July 2021)(Citation: Proofpoint Leviathan Oct 2017)(Citation: FireEye Periscope March 2018)",https://attack.mitre.org/groups/G0065,18 April 2018,15 April 2022,3.0,"Valerii Marchuk, Cybersecurity Help s.r.o.","APT40, BRONZE MOHAWK, Gadolinium, Kryptonite Panda, MUDCARP, TEMP.Jumper, TEMP.Periscope","FireEye reporting on TEMP.Periscope (which was combined into APT40) indicated TEMP.Periscope was reported upon as Leviathan.(Citation: CISA AA21-200A APT40 July 2021)(Citation: Proofpoint Leviathan Oct 2017)(Citation: FireEye Periscope March 2018)(Citation: FireEye APT40 March 2019), (Citation: CISA AA21-200A APT40 July 2021)(Citation: SecureWorks BRONZE MOHAWK n.d.), (Citation: CISA AA21-200A APT40 July 2021)(Citation: MSTIC GADOLINIUM September 2020), (Citation: CISA AA21-200A APT40 July 2021)(Citation: Crowdstrike KRYPTONITE PANDA August 2018), (Citation: CISA AA21-200A APT40 July 2021)(Citation: Accenture MUDCARP March 2019), [Leviathan](https://attack.mitre.org/groups/G0065) was previously reported upon by FireEye as TEMP.Periscope and TEMP.Jumper.(Citation: CISA AA21-200A APT40 July 2021)(Citation: FireEye APT40 March 2019), [Leviathan](https://attack.mitre.org/groups/G0065) was previously reported upon by FireEye as TEMP.Periscope and TEMP.Jumper.(Citation: CISA AA21-200A APT40 July 2021)(Citation: FireEye Periscope March 2018)(Citation: FireEye APT40 March 2019)","(Citation: FireEye APT40 March 2019),(Citation: Accenture MUDCARP March 2019),(Citation: CISA AA21-200A APT40 July 2021),(Citation: FireEye Periscope March 2018),(Citation: Proofpoint Leviathan Oct 2017),(Citation: FireEye APT40 March 2019),(Citation: Accenture MUDCARP March 2019),(Citation: CISA AA21-200A APT40 July 2021),(Citation: FireEye Periscope March 2018),(Citation: Proofpoint Leviathan Oct 2017),",利维坦,[Leviathan]（https://attack.mitre.org/groups/g0065）是一个中国国家范围内的网络间谍组织，归因于国家安全部（MSS）海南国家安全部门和一家附属的领先公司。 （引用：CISA AA21-200A APT40 2021年7月40日）至少从2009年开始活跃，[Leviathan]（https://attack.mitre.mitre.org/groups/g0065）的目标工业基础，政府，医疗保健，制造，海上和运输以及整个美国，加拿大，欧洲，中东和东南亚的运输。 ：FireEye Periscope 2018年3月）
G0030,Lotus Blossom,[Lotus Blossom](https://attack.mitre.org/groups/G0030) is a threat group that has targeted government and military organizations in Southeast Asia. (Citation: Lotus Blossom Jun 2015),https://attack.mitre.org/groups/G0030,31 May 2017,25 March 2019,2.0,,"DRAGONFISH, Spring Dragon","(Citation: Accenture Dragonfish Jan 2018), (Citation: Spring Dragon Jun 2015)(Citation: Accenture Dragonfish Jan 2018)","(Citation: Accenture Dragonfish Jan 2018),(Citation: Spring Dragon Jun 2015),(Citation: Lotus Blossom Dec 2015),(Citation: Emissary Trojan Feb 2016),,",莲花,[Lotus Blossom]（https://attack.mitre.org/groups/g0030）是一个威胁组织，针对东南亚的政府和军​​事组织。 （引文：Lotus Blossom 2015年6月）
G0095,Machete,"[Machete](https://attack.mitre.org/groups/G0095) is a suspected Spanish-speaking cyber espionage group that has been active since at least 2010. It has primarily focused its operations within Latin America, with a particular emphasis on Venezuela, but also in the US, Europe, Russia, and parts of Asia. [Machete](https://attack.mitre.org/groups/G0095) generally targets high-profile organizations such as government institutions, intelligence services, and military units, as well as telecommunications and power companies.(Citation: Cylance Machete Mar 2017)(Citation: Securelist Machete Aug 2014)(Citation: ESET Machete July 2019)(Citation: 360 Machete Sep 2020)",https://attack.mitre.org/groups/G0095,13 September 2019,06 October 2021,2.0,"Matias Nicolas Porolli, ESET","APT-C-43, El Machete","(Citation: 360 Machete Sep 2020), (Citation: Cylance Machete Mar 2017)","(Citation: Securelist Machete Aug 2014),(Citation: ESET Machete July 2019),(Citation: Securelist Machete Aug 2014),(Citation: 360 Machete Sep 2020),(Citation: ESET Machete July 2019),(Citation: Cylance Machete Mar 2017),",砍刀,[砍刀]（https://attack.mitre.org/groups/g0095）是一个怀疑的西班牙语宣传网络间谍组，至少从2010年起就一直活跃。在委内瑞拉，以及美国，欧洲，俄罗斯和亚洲部分地区。 [砍刀]（https://attack.mitre.org/groups/g0095）通常针对高知名组织，例如政府机构，情报服务和军事部门，以及电信和电力公司。 2017年）（引文：Securelist Machete 2014年8月）（引文：ESET Machete 2019年7月）（引文：360 Machete Sep 2020）
G0059,Magic Hound,"[Magic Hound](https://attack.mitre.org/groups/G0059) is an Iranian-sponsored threat group that conducts long term, resource-intensive cyber espionage operations, likely on behalf of the Islamic Revolutionary Guard Corps. They have targeted European, U.S., and Middle Eastern government and military personnel, academics, journalists, and organizations such as the World Health Organization (WHO), via complex social engineering campaigns since at least 2014.(Citation: FireEye APT35 2018)(Citation: ClearSky Kittens Back 3 August 2020)(Citation: Certfa Charming Kitten January 2021)(Citation: Secureworks COBALT ILLUSION Threat Profile)(Citation: Proofpoint TA453 July2021)",https://attack.mitre.org/groups/G0059,16 January 2018,03 June 2022,5.0,"Anastasios Pingios; Bryan Lee; Daniyal Naeem, BT Security","APT35, COBALT ILLUSION, Charming Kitten, ITG18, Newscaster, Phosphorus, TA453","(Citation: FireEye APT35 2018)(Citation: Certfa Charming Kitten January 2021)(Citation: Check Point APT35 CharmPower January 2022), (Citation: Secureworks COBALT ILLUSION Threat Profile), (Citation: ClearSky Charming Kitten Dec 2017)(Citation: Eweek Newscaster and Charming Kitten May 2014)(Citation: ClearSky Kittens Back 2 Oct 2019)(Citation: ClearSky Kittens Back 3 August 2020)(Citation: Proofpoint TA453 March 2021)(Citation: Check Point APT35 CharmPower January 2022), (Citation: IBM ITG18 2020), Link analysis of infrastructure and tools revealed a potential relationship between Magic Hound and the older attack campaign called Newscaster (aka Newscasters).(Citation: Unit 42 Magic Hound Feb 2017)(Citation: FireEye APT35 2018), (Citation: Microsoft Phosphorus Mar 2019)(Citation: Microsoft Phosphorus Oct 2020)(Citation: US District Court of DC Phosphorus Complaint 2019)(Citation: Certfa Charming Kitten January 2021)(Citation: Proofpoint TA453 March 2021)(Citation: Check Point APT35 CharmPower January 2022), (Citation: Proofpoint TA453 March 2021)(Citation: Proofpoint TA453 July2021)(Citation: Check Point APT35 CharmPower January 2022)","(Citation: Unit 42 Magic Hound Feb 2017),(Citation: Secureworks Cobalt Gypsy Feb 2017),(Citation: ClearSky Charming Kitten Dec 2017),(Citation: FireEye APT35 2018),(Citation: DFIR Report APT35 ProxyShell March 2022),(Citation: Check Point APT35 CharmPower January 2022),(Citation: Cybereason PowerLess February 2022),(Citation: SecureWorks Mia Ash July 2017),(Citation: Secureworks Cobalt Gypsy Feb 2017),(Citation: Check Point Rocket Kitten),(Citation: IBM ITG18 2020),(Citation: Certfa Charming Kitten January 2021),(Citation: FireEye APT35 2018),(Citation: Proofpoint TA453 March 2021),(Citation: DFIR Report APT35 ProxyShell March 2022),(Citation: Cybereason PowerLess February 2022),(Citation: Proofpoint TA453 July2021),(Citation: ClearSky Kittens Back 3 August 2020),(Citation: Microsoft Phosphorus Mar 2019),(Citation: Check Point APT35 CharmPower January 2022),(Citation: Unit 42 Magic Hound Feb 2017),",魔术猎犬,[Magic Hound]（https://attack.mitre.org/groups/g0059）是一个伊朗庞大的威胁团体，长期进行资源密集的网络间谍活动行动，可能代表伊斯兰革命卫队。他们针对欧洲，美国和中东政府以及军事人员，学者，记者和组织（例如世界卫生组织（WHO）等组织，至少从2014年开始就通过复杂的社会工程运动。 ：Clearsky Kittens回到2020年8月3日）（引文：2021年1月CERTFA迷人小猫）（引文：SecureWorks Cobalt Illusion Traint概况）
G0002,Moafee,"[Moafee](https://attack.mitre.org/groups/G0002) is a threat group that appears to operate from the Guandong Province of China. Due to overlapping TTPs, including similar custom tools, Moafee is thought to have a direct or indirect relationship with the threat group [DragonOK](https://attack.mitre.org/groups/G0017). (Citation: Haq 2014)",https://attack.mitre.org/groups/G0002,31 May 2017,30 March 2020,1.1,,,,"(Citation: Haq 2014),(Citation: Haq 2014),",Moafee,[Moafee]（https://attack.mitre.org/groups/g0002）是一个威胁群体，似乎是在中国圭东省运作的。由于TTP重叠，包括类似的自定义工具，Moafee被认为与威胁组[Drargonok]（https://attack.mitre.mitre.org/groups/g0017）有直接或间接的关系。 （引文：HAQ 2014）
G0103,Mofang,"[Mofang](https://attack.mitre.org/groups/G0103) is a likely China-based cyber espionage group, named for its frequent practice of imitating a victim's infrastructure. This adversary has been observed since at least May 2012 conducting focused attacks against government and critical infrastructure in Myanmar, as well as several other countries and sectors including military, automobile, and weapons industries.(Citation: FOX-IT May 2016 Mofang)",https://attack.mitre.org/groups/G0103,12 May 2020,29 May 2020,1.0,,,,",(Citation: FOX-IT May 2016 Mofang),",mofang,[Mofang]（https://attack.mitre.org/groups/g0103）是一个可能基于中国的网络间谍组织，以其经常模仿受害者的基础设施而命名。至少自2012年5月以来，就已经观察到了这一对手，对缅甸的政府和关键基础设施进行了重点攻击，以及其他几个国家和部门，包括军事，汽车和武器行业（引用：Fox-IT 2016年5月Mofang）
