ID,name,description,url,created,last modified,version,contributors,platforms,aliases,type,relationship citations,name_zh,description_zh
S0484,Carberp,"[Carberp](https://attack.mitre.org/software/S0484) is a credential and information stealing malware that has been active since at least 2009. [Carberp](https://attack.mitre.org/software/S0484)'s source code was leaked online in 2013, and subsequently used as the foundation for the [Carbanak](https://attack.mitre.org/software/S0030) backdoor.(Citation: Trend Micro Carberp February 2014)(Citation: KasperskyCarbanak)(Citation: RSA Carbanak November 2017)",https://attack.mitre.org/software/S0484,15 July 2020,25 August 2021,1.1,,Windows,,malware,",,(Citation: Prevx Carberp March 2011),(Citation: ESET Carberp March 2012),(Citation: Trusteer Carberp October 2010)",卡伯普,[Carberp]（https://attack.mitre.org/software/s0484）是一种凭证和信息窃取至少2009年以来一直处于活动状态的信息。 S0484）的源代码在2013年在线泄漏，随后用作[Carbanak]（https://attack.mitre.org/software/s0030）的基础。引用：卡巴斯基卡巴纳克（Kasperskycarbanak）（引文：RSA Carbanak 2017年11月）
S0335,Carbon,"[Carbon](https://attack.mitre.org/software/S0335) is a sophisticated, second-stage backdoor and framework that can be used to steal sensitive information from victims. [Carbon](https://attack.mitre.org/software/S0335) has been selectively used by [Turla](https://attack.mitre.org/groups/G0010) to target government and foreign affairs-related organizations in Central Asia.(Citation: ESET Carbon Mar 2017)(Citation: Securelist Turla Oct 2018)",https://attack.mitre.org/software/S0335,29 January 2019,25 April 2021,1.2,,Windows,,malware,"(Citation: ESET Carbon Mar 2017),(Citation: Secureworks IRON HUNTER Profile),,(Citation: ESET Carbon Mar 2017),(Citation: Accenture HyperStack October 2020),(Citation: GovCERT Carbon May 2016)",碳,[Carbon]（https://attack.mitre.org/software/s0335）是一个复杂的，第二阶段的后门和框架，可用于从受害者那里窃取敏感信息。 [Carbon]（https://attack.mitre.org/software/s0335）已被[Turla]（https://attack.mitre.mitre.org/groups/g0010）选择性地使用，以针对政府和外交事务相关组织在中亚。
S0348,Cardinal RAT,[Cardinal RAT](https://attack.mitre.org/software/S0348) is a potentially low volume remote access trojan (RAT) observed since December 2015. [Cardinal RAT](https://attack.mitre.org/software/S0348) is notable for its unique utilization of uncompiled C# source code and the Microsoft Windows built-in csc.exe compiler.(Citation: PaloAlto CardinalRat Apr 2017),https://attack.mitre.org/software/S0348,30 January 2019,30 March 2020,1.1,,Windows,,malware,",,(Citation: PaloAlto CardinalRat Apr 2017)",基本老鼠,[Cardinal Rat]（https://attack.mitre.org/software/s0348）是自2015年12月以来观察到的潜在低音量远程访问木马（大鼠）。 Software/s0348）以其独特的未编译C＃源代码和Microsoft Windows内置CSC.EXE编译器而引人注目（引用：Paloalto Cardinalrat 2017年4月）
S0261,Catchamas,[Catchamas](https://attack.mitre.org/software/S0261) is a Windows Trojan that steals information from compromised systems. (Citation: Symantec Catchamas April 2018),https://attack.mitre.org/software/S0261,17 October 2018,09 February 2021,1.1,,Windows,,malware,"(Citation: Symantec Thrip June 2018),,(Citation: Symantec Catchamas April 2018)",插马,[catchamas]（https://attack.mitre.org/software/s0261）是一个Windows Trojan，可从折衷的系统中窃取信息。 （引文：赛门铁克山网马斯2018年4月）
S0572,Caterpillar WebShell,[Caterpillar WebShell](https://attack.mitre.org/software/S0572) is a self-developed Web Shell tool created by the group [Volatile Cedar](https://attack.mitre.org/groups/G0123).(Citation: ClearSky Lebanese Cedar Jan 2021) ,https://attack.mitre.org/software/S0572,10 February 2021,27 April 2021,1.0,,Windows,,malware,"(Citation: ClearSky Lebanese Cedar Jan 2021),(Citation: CheckPoint Volatile Cedar March 2015),,(Citation: ClearSky Lebanese Cedar Jan 2021)",毛毛虫网壳,[Caterpillar webshel​​l]（https://attack.mitre.org/software/s0572）是由组[volatile cedar]创建的自我开发的网络壳工具（https://attack.mitre.metrre.org/groups/groups/g0123） 。（引文：克利斯基黎巴嫩雪松2021年1月）
S0144,ChChes,[ChChes](https://attack.mitre.org/software/S0144) is a Trojan that appears to be used exclusively by [menuPass](https://attack.mitre.org/groups/G0045). It was used to target Japanese organizations in 2016. Its lack of persistence methods suggests it may be intended as a first-stage tool. (Citation: Palo Alto menuPass Feb 2017) (Citation: JPCERT ChChes Feb 2017) (Citation: PWC Cloud Hopper Technical Annex April 2017),https://attack.mitre.org/software/S0144,31 May 2017,30 March 2020,1.1,,Windows,"HAYMAKER, Scorpion",malware,"(Citation: PWC Cloud Hopper Technical Annex April 2017),,(Citation: PWC Cloud Hopper Technical Annex April 2017),(Citation: JPCERT ChChes Feb 2017),(Citation: Palo Alto menuPass Feb 2017),(Citation: FireEye APT10 April 2017)",chches,[CHCHES]（https://attack.mitre.org/software/s0144）是一个特洛伊木马，似乎由[menupass]（https://attack.mitre.mitre.mitre.org/groups/g0045）独家使用。它被用来针对日本组织在2016年。其缺乏持久性方法表明它可能被视为第一阶段工具。 （引文：2017年2月Palo Alto Menupass）（引文：JPCERT CHCHES 2017年2月）（引文：PWC Cloud Hopper技术附件2017年4月）
S0631,Chaes,"[Chaes](https://attack.mitre.org/software/S0631) is a multistage information stealer written in several programming languages that collects login credentials, credit card numbers, and other financial information. [Chaes](https://attack.mitre.org/software/S0631) was first observed in 2020, and appears to primarily target victims in Brazil as well as other e-commerce customers in Latin America.(Citation: Cybereason Chaes Nov 2020)",https://attack.mitre.org/software/S0631,30 June 2021,12 October 2021,1.0,"Daniyal Naeem, BT Security",Windows,,malware,",,(Citation: Cybereason Chaes Nov 2020)",Chaes,[chaes]（https://attack.mitre.org/software/s0631）是用几种编程语言编写的多阶段信息窃取器，可收集登录凭据，信用卡号和其他财务信息。 [chaes]（https://attack.mitre.org/software/s0631）于2020年首次观察，似乎主要针对巴西以及拉丁美洲的其他电子商务客户（引用：Cyber​​eason Chaes Nov Nov）。 2020年）
S0220,Chaos,"[Chaos](https://attack.mitre.org/software/S0220) is Linux malware that compromises systems by brute force attacks against SSH services. Once installed, it provides a reverse shell to its controllers, triggered by unsolicited packets. (Citation: Chaos Stolen Backdoor)",https://attack.mitre.org/software/S0220,18 April 2018,01 July 2020,1.1,,Linux,,malware,",,(Citation: Chaos Stolen Backdoor)",混乱,[混乱]（https://attack.mitre.org/software/s0220）是Linux恶意软件，它通过对SSH服务的蛮力攻击损害了系统。安装后，它为其控制器提供了反向外壳，并由未经请求的数据包触发。 （引文：混沌偷来的后门）
S0674,CharmPower,"[CharmPower](https://attack.mitre.org/software/S0674) is a PowerShell-based, modular backdoor that has been used by [Magic Hound](https://attack.mitre.org/groups/G0059) since at least 2022.(Citation: Check Point APT35 CharmPower January 2022)",https://attack.mitre.org/software/S0674,24 January 2022,25 January 2022,1.0,,Windows,,malware,"(Citation: Check Point APT35 CharmPower January 2022),,(Citation: Check Point APT35 CharmPower January 2022)",魅力,[charmpower]（https://attack.mitre.org/software/s0674）是一个基于PowerShell的模块化后门，已由[魔术hound]（https://attack.mitre.mitre.mitre.mitre.org/groups/groups/g0059）使用。至少2022年以来
S0107,Cherry Picker,[Cherry Picker](https://attack.mitre.org/software/S0107) is a point of sale (PoS) memory scraper. (Citation: Trustwave Cherry Picker),https://attack.mitre.org/software/S0107,31 May 2017,30 March 2020,1.1,,Windows,,malware,",,(Citation: Trustwave Cherry Picker)",樱桃采摘者,[Cherry Picker]（https://attack.mitre.org/software/s0107）是销售点（POS）内存刮刀。 （引用：Trustwave Cherry Picker）
S0020,China Chopper,[China Chopper](https://attack.mitre.org/software/S0020) is a [Web Shell](https://attack.mitre.org/techniques/T1505/003) hosted on Web servers to provide access back into an enterprise network that does not rely on an infected system calling back to a remote command and control server. (Citation: Lee 2013) It has been used by several threat groups. (Citation: Dell TG-3390) (Citation: FireEye Periscope March 2018)(Citation: CISA AA21-200A APT40 July 2021),https://attack.mitre.org/software/S0020,31 May 2017,15 April 2022,2.3,,Windows,,malware,"(Citation: Dell TG-3390),(Citation: SecureWorks BRONZE UNION June 2017),(Citation: Microsoft GALLIUM December 2019),(Citation: FireEye Exchange Zero Days March 2021),(Citation: Volexity Exchange Marauder March 2021),(Citation: Unit42 Emissary Panda May 2019),(Citation: Accenture MUDCARP March 2019),(Citation: ESET BackdoorDiplomacy Jun 2021),(Citation: CISA AA21-200A APT40 July 2021),(Citation: FireEye APT41 Aug 2019),(Citation: FireEye Periscope March 2018),(Citation: Nccgroup Emissary Panda May 2018),(Citation: Cybereason Soft Cell June 2019),(Citation: CISA AA20-259A Iran-Based Actor September 2020),,(Citation: SecureWorks BRONZE UNION June 2017),(Citation: FireEye Periscope March 2018),(Citation: NCSC Joint Report Public Tools),(Citation: Lee 2013)",中国菜刀,[中国斩波器]（https://attack.mitre.org/software/s0020）是[Web Shell]（https://attack.mitre.mitre.org/techniques/t1505/003）进入不依赖感染系统回到远程命令和控制服务器的企业网络。 （引文：Lee 2013）已有几个威胁群体使用它。 （引文：戴尔TG-3390）（引文：2018年3月Fireeye Periscope）（引文：CISA AA21-200A APT40 APT40 2021年7月）
S1041,Chinoxy,"[Chinoxy](https://attack.mitre.org/software/S1041) is a backdoor that has been used since at least November 2018, during the [FunnyDream](https://attack.mitre.org/campaigns/C0007) campaign, to gain persistence and drop additional payloads. According to security researchers, [Chinoxy](https://attack.mitre.org/software/S1041) has been used by Chinese-speaking threat actors.(Citation: Bitdefender FunnyDream Campaign November 2020)",https://attack.mitre.org/software/S1041,21 September 2022,10 October 2022,1.0,,Windows,,malware,",(Citation: Bitdefender FunnyDream Campaign November 2020),(Citation: Bitdefender FunnyDream Campaign November 2020)",中国,[Chinoxy]（https://attack.mitre.org/software/s1041）是一种后门，至少自2018年11月在[funnsydream]（https://attack.mitre.mitre.mitre.mitre.org/campaigns/campaigns/campaigns/campaigns/camp.s offeream上）。 ）运动，以获得持久性并丢弃其他有效载荷。根据安全研究人员的说法，[Chinoxy]（https://attack.mitre.org/software/s1041）已被中文宣传的威胁参与者使用。
S0667,Chrommme,[Chrommme](https://attack.mitre.org/software/S0667) is a backdoor tool written using the Microsoft Foundation Class (MFC) framework that was first reported in June 2021; security researchers noted infrastructure overlaps with [Gelsemium](https://attack.mitre.org/software/S0666) malware.(Citation: ESET Gelsemium June 2021),https://attack.mitre.org/software/S0667,01 December 2021,04 May 2022,1.0,,Windows,,malware,",,(Citation: ESET Gelsemium June 2021)",克罗姆姆,[Chrommme]（https://attack.mitre.org/software/s0667）是使用Microsoft Foundation Class（MFC）框架编写的后门工具，该工具于2021年6月首次报道；安全研究人员指出，基础架构与[gelemium]（https://attack.mitre.org/software/S0666））恶意软件重叠。
S0660,Clambling,[Clambling](https://attack.mitre.org/software/S0660) is a modular backdoor written in C++ that has been used by [Threat Group-3390](https://attack.mitre.org/groups/G0027) since at least 2017.(Citation: Trend Micro DRBControl February 2020),https://attack.mitre.org/software/S0660,12 November 2021,23 November 2021,1.0,,Windows,,malware,"(Citation: Trend Micro DRBControl February 2020),(Citation: Profero APT27 December 2020),(Citation: Trend Micro Iron Tiger April 2021),,(Citation: Trend Micro DRBControl February 2020),(Citation: Talent-Jump Clambling February 2020)",爬行,[https://attack.mitre.org/software/s0660）是一种模块化的后门，用C ++编写，已由[threat group-3390]（https：//attack.mitre.mitre.org.org/groups/groups/g0027）使用。 ）至少从2017年开始。
S0611,Clop,"[Clop](https://attack.mitre.org/software/S0611) is a ransomware family that was first observed in February 2019 and has been used against retail, transportation and logistics, education, manufacturing, engineering, automotive, energy, financial, aerospace, telecommunications, professional and legal services, healthcare, and high tech industries. [Clop](https://attack.mitre.org/software/S0611) is a variant of the CryptoMix ransomware.(Citation: Mcafee Clop Aug 2019)(Citation: Cybereason Clop Dec 2020)(Citation: Unit42 Clop April 2021) ",https://attack.mitre.org/software/S0611,10 May 2021,15 October 2021,1.0,,Windows,,malware,"(Citation: Unit42 Clop April 2021),(Citation: Cybereason Clop Dec 2020),,(Citation: Unit42 Clop April 2021),(Citation: Mcafee Clop Aug 2019),(Citation: Cybereason Clop Dec 2020)",混蛋,[clop]（https://attack.mitre.org/software/s0611）是一个勒索软件，于2019年2月首次观察到，并已用于零售，运输和物流，教育，制造，工程，工程，自动，自动，自动，能源，，能源，，，能源，，能源，，能源，，，能源，，，，，地，自动，自动，自动，能源，，能源，，，工程，自动化和物流。金融，航空航天，电信，专业和法律服务，医疗保健以及高科技行业。 [CLOP]（https://attack.mitre.org/software/s0611）是Cryptomix Ransomware的变体。（引用：McAfee Clop 2019年8月8日）（引用：Cyber​​easan Clop：2020年12月12日）（引文：Unit42 Clop Clop Clop 2021年4月42日）
S0054,CloudDuke,[CloudDuke](https://attack.mitre.org/software/S0054) is malware that was used by [APT29](https://attack.mitre.org/groups/G0016) in 2015. (Citation: F-Secure The Dukes) (Citation: Securelist Minidionis July 2015),https://attack.mitre.org/software/S0054,31 May 2017,30 March 2020,1.1,,Windows,"CloudLook, MiniDionis",malware,"(Citation: F-Secure The Dukes),,(Citation: F-Secure The Dukes)",Cloudduke,[CloudDuke]（https://attack.mitre.org/software/s0054）是[APT29]（https://attack.mitre.org/groups/g0016）使用的恶意软件。保护公爵）（引文：Securelist Minidionis 2015年7月）
S0154,Cobalt Strike,"[Cobalt Strike](https://attack.mitre.org/software/S0154) is a commercial, full-featured, remote access tool that bills itself as “adversary simulation software designed to execute targeted attacks and emulate the post-exploitation actions of advanced threat actors”. Cobalt Strike’s interactive post-exploit capabilities cover the full range of ATT&CK tactics, all executed within a single, integrated system.(Citation: cobaltstrike manual)

In addition to its own capabilities, [Cobalt Strike](https://attack.mitre.org/software/S0154) leverages the capabilities of other well-known tools such as Metasploit and [Mimikatz](https://attack.mitre.org/software/S0002).(Citation: cobaltstrike manual)",https://attack.mitre.org/software/S0154,14 December 2017,12 October 2022,1.9,"Josh Abraham; Martin Sohn Christensen, Improsec","Linux, Windows, macOS",,malware,"(Citation: Cybersecurity Advisory SVR TTP May 2021),(Citation: Crowdstrike MUSTANG PANDA June 2018),(Citation: FireEye APT32 May 2017),(Citation: SentinelOne NobleBaron June 2021),(Citation: FireEye FIN6 Apr 2019),(Citation: Cycraft Chimera April 2020),(Citation: CrowdStrike Wizard Spider October 2020),(Citation: Group IB Cobalt Aug 2017),(Citation: Sophos New Ryuk Attack October 2020),(Citation: MSTIC Nobelium Toolset May 2021),(Citation: Secureworks IRON RITUAL Profile),(Citation: FBI Flash FIN7 USB),(Citation: DFIR Ryuk's Return October 2020),(Citation: Crowdstrike EvilCorp March 2021),(Citation: McAfee Dianxun March 2021),(Citation: Volexity OceanLotus Nov 2017),(Citation: RiskIQ Cobalt Nov 2017),(Citation: Unit 42 Playbook Dec 2017),(Citation: Group IB APT 41 June 2021),(Citation: Crowdstrike Global Threat Report Feb 2018),(Citation: Volexity Ocean Lotus November 2020),(Citation: TrendMicro EarthLusca 2022),(Citation: Proofpoint Cobalt June 2017),(Citation: Cybereason Oceanlotus May 2017),(Citation: ClearSky Wilted Tulip July 2017),(Citation: CrowdStrike AQUATIC PANDA December 2021),(Citation: FireEye SUNBURST Backdoor December 2020),(Citation: FireEye APT19),(Citation: Proofpoint Leviathan Oct 2017),(Citation: PTSecurity Cobalt Group Aug 2017),(Citation: FireEye Periscope March 2018),(Citation: FireEye KEGTAP SINGLEMALT October 2020),(Citation: DHS/CISA Ransomware Targeting Healthcare October 2020),(Citation: Unit 42 KerrDown February 2019),(Citation: Talos Cobalt Group July 2018),(Citation: Secureworks IRON RITUAL USAID Phish May 2021),(Citation: Recorded Future REDDELTA July 2020),(Citation: MSTIC NOBELIUM May 2021),(Citation: CISA AA21-200A APT40 July 2021),(Citation: DFIR Ryuk in 5 Hours October 2020),(Citation: CrowdStrike Carbon Spider August 2021),(Citation: Securelist APT10 March 2021),(Citation: FireEye APT29 Nov 2018),(Citation: Unit 42 DarkHydrus July 2018),(Citation: TrendMicro Cobalt Group Nov 2017),(Citation: Secureworks BRONZE PRESIDENT December 2019),(Citation: FireEye APT41 March 2020),(Citation: Volexity InkySquid BLUELIGHT August 2021),(Citation: NCC Group Chimera January 2021),(Citation: Cybereason Cobalt Kitty 2017),(Citation: Anomali MUSTANG PANDA October 2019),(Citation: Trend Micro DRBControl February 2020),(Citation: NCC Group TA505),(Citation: RiskIQ Cobalt Jan 2018),(Citation: Amnesty Intl. Ocean Lotus February 2021),(Citation: ESET T3 Threat Report 2021),(Citation: DFIR Ryuk 2 Hour Speed Run November 2020),(Citation: DFIR Conti Bazar Nov 2021),(Citation: Cobalt Strike TTPs Dec 2017),(Citation: CobaltStrike Daddy May 2017),(Citation: Cyberreason Anchor December 2019),(Citation: Cobalt Strike Manual 4.3 November 2020),(Citation: cobaltstrike manual),(Citation: CobaltStrike Scripted Web Delivery),(Citation: Amnesty Intl. Ocean Lotus February 2021),(Citation: Cobalt Strike DCOM Jan 2017),(Citation: Talos Cobalt Strike September 2020),(Citation: Securelist APT10 March 2021),(Citation: DFIR Conti Bazar Nov 2021),(Citation: Cybereason Bumblebee August 2022)",钴罢工,"[Cobalt Strike]（https://attack.mitre.org/software/s0154）是一种商业，完整的远程访问工具，该工具本身就是“旨在执行目标攻击并仿效后启动行动的对手仿真软件，高级威胁行为者”。 Cobalt Strike的互动后口气功能涵盖了整个ATT＆CK策略，所有功能都在单个集成系统中执行。（引用：CobaltStrike手册）

除了自己的能力外，[钴罢工]（https://attack.mitre.org/software/s0154）利用其他知名工具的能力，例如metasploit和[mimikatz]（https：//attack.mitre .org/Software/s0002）。"
S0338,Cobian RAT,"[Cobian RAT](https://attack.mitre.org/software/S0338) is a backdoor, remote access tool that has been observed since 2016.(Citation: Zscaler Cobian Aug 2017)",https://attack.mitre.org/software/S0338,29 January 2019,30 March 2020,1.1,,Windows,,malware,",,(Citation: Zscaler Cobian Aug 2017)",cobian大鼠,[Cobian Rat]（https://attack.mitre.org/software/s0338）是自2016年以来观察到的后门，远程访问工具。（引用：Zscaler Cobian 2017年8月）
S0369,CoinTicker,[CoinTicker](https://attack.mitre.org/software/S0369) is a malicious application that poses as a cryptocurrency price ticker and installs components of the open source backdoors EvilOSX and EggShell.(Citation: CoinTicker 2019),https://attack.mitre.org/software/S0369,23 April 2019,30 March 2020,1.1,"Richie Cyrus, SpecterOps",macOS,,malware,",,(Citation: CoinTicker 2019)",Cointicker,[COINTICKER]（https://attack.mitre.org/software/s0369）是一个恶意应用程序，它以加密货币价格股票为单位，并安装了开源后源后部的evilosx and Eggshell的组件。（引文：Cointicker 2019）
S0126,ComRAT,"[ComRAT](https://attack.mitre.org/software/S0126) is a second stage implant suspected of being a descendant of [Agent.btz](https://attack.mitre.org/software/S0092) and used by [Turla](https://attack.mitre.org/groups/G0010). The first version of [ComRAT](https://attack.mitre.org/software/S0126) was identified in 2007, but the tool has undergone substantial development for many years since.(Citation: Symantec Waterbug)(Citation: NorthSec 2015 GData Uroburos Tools)(Citation: ESET ComRAT May 2020)",https://attack.mitre.org/software/S0126,31 May 2017,18 October 2022,1.3,"Matthieu Faou, ESET",Windows,,malware,"(Citation: Secureworks IRON HUNTER Profile),(Citation: Unit 42 IronNetInjector February 2021 ),(Citation: Symantec Waterbug),,(Citation: NorthSec 2015 GData Uroburos Tools),(Citation: CISA ComRAT Oct 2020),(Citation: ESET ComRAT May 2020)",统治,[comrat]（https://attack.mitre.org/software/s0126）是第二阶段植入物，涉嫌成为[agent.btz]（https://attack.mitre.mitre.mitre.mitre.org/software/s0092））和由[turla]（https://attack.mitre.org/groups/g0010）使用。 [comrat]（https://attack.mitre.org/software/s0126）的第一个版本在2007年确定，但是该工具从那以后已经经历了多年的实质性开发。 GDATA UROBUROS工具）（引文：Eset Comrat 2020年5月）
S0244,Comnie,[Comnie](https://attack.mitre.org/software/S0244) is a remote backdoor which has been used in attacks in East Asia. (Citation: Palo Alto Comnie),https://attack.mitre.org/software/S0244,17 October 2018,30 March 2020,1.1,,Windows,,malware,",,(Citation: Palo Alto Comnie)",Comnie,[comnie]（https://attack.mitre.org/software/s0244）是一种远程后门，已用于东亚的攻击。 （引用：帕洛阿尔托·科尼）
S0608,Conficker,"[Conficker](https://attack.mitre.org/software/S0608) is a computer worm first detected in October 2008 that targeted Microsoft Windows using the MS08-067 Windows vulnerability to spread.(Citation: SANS Conficker) In 2016, a variant of [Conficker](https://attack.mitre.org/software/S0608) made its way on computers and removable disk drives belonging to a nuclear power plant.(Citation: Conficker Nuclear Power Plant)",https://attack.mitre.org/software/S0608,23 February 2021,25 April 2022,1.0,,Windows,"Downadup, Kido",malware,",,(Citation: Trend Micro Conficker),(Citation: SANS Conficker)",混意,[conficker]（https://attack.mitre.org/software/s0608）是一款计算机蠕虫，于2008年10月首次检测到，使用MS08-067 Windows漏洞针对Microsoft Windows。 [Conficker]（https://attack.mitre.org/software/s0608）的一种变体在计算机和可移动磁盘驱动器上属于核电站（引用：Concitice：Conciticker核电站）
S0591,ConnectWise,[ConnectWise](https://attack.mitre.org/software/S0591) is a legitimate remote administration tool that has been used since at least 2016 by threat actors including [MuddyWater](https://attack.mitre.org/groups/G0069) and [GOLD SOUTHFIELD](https://attack.mitre.org/groups/G0115) to connect to and conduct lateral movement in target environments.(Citation: Anomali Static Kitten February 2021)(Citation: Trend Micro Muddy Water March 2021),https://attack.mitre.org/software/S0591,18 March 2021,18 March 2021,1.0,,Windows,ScreenConnect,tool,"(Citation: Anomali Static Kitten February 2021),(Citation: Tetra Defense Sodinokibi March 2020),(Citation: Trend Micro Muddy Water March 2021),,(Citation: Anomali Static Kitten February 2021)",连接,[connectwise]（https://attack.mitre.org/software/s0591）是一种合法的远程管理工具，至少自2016年以来，威胁性参与者（包括[muddywater]）（https://attack.mitre.org.org/）组/G0069）和[Gold Southfield]（https://attack.mitre.org/groups/g0115）连接并在目标环境中连接并进行侧向运动。 2021年3月）
S0575,Conti,"[Conti](https://attack.mitre.org/software/S0575) is a Ransomware-as-a-Service (RaaS) that was first observed in December 2019. [Conti](https://attack.mitre.org/software/S0575) has been deployed via [TrickBot](https://attack.mitre.org/software/S0266) and used against major corporations and government agencies, particularly those in North America. As with other ransomware families, actors using [Conti](https://attack.mitre.org/software/S0575) steal sensitive files and information from compromised networks, and threaten to publish this data unless the ransom is paid.(Citation: Cybereason Conti Jan 2021)(Citation: CarbonBlack Conti July 2020)(Citation: Cybleinc Conti January 2020)",https://attack.mitre.org/software/S0575,17 February 2021,29 September 2022,2.1,"Daniyal Naeem, BT Security",Windows,,malware,"(Citation: CrowdStrike Wizard Spider October 2020),(Citation: DFIR Conti Bazar Nov 2021),(Citation: CarbonBlack Conti July 2020),(Citation: CrowdStrike Wizard Spider October 2020),(Citation: Cybereason Conti Jan 2021),(Citation: Cybleinc Conti January 2020),(Citation: DFIR Conti Bazar Nov 2021)",conti,[conti]（https://attack.mitre.org/software/s0575）是2019年12月首次观察到的勒索软件-AS-A-Service（RAAS）。 org/software/s0575）已通过[trickbot]（https://attack.mitre.org/software/s0266）部署，并针对主要公司和政府机构，尤其是北美的政府机构。与其他勒索软件家族一样，使用[conti]（https://attack.mitre.org/software/s0575）的参与者从折衷的网络中窃取敏感文件和信息，并威胁要发布此数据，除非已付款。 Cyber​​eason Conti 2021年1月）（引文：Carbonblack Conti 2020年7月）（引文：Cybleinc Conti 2020年1月）
S0492,CookieMiner,[CookieMiner](https://attack.mitre.org/software/S0492) is mac-based malware that targets information associated with cryptocurrency exchanges as well as enabling cryptocurrency mining on the victim system itself. It was first discovered in the wild in 2019.(Citation: Unit42 CookieMiner Jan 2019),https://attack.mitre.org/software/S0492,22 July 2020,22 October 2020,1.0,,macOS,,malware,",,(Citation: Unit42 CookieMiner Jan 2019)",烹饪工,[cookieminer]（https://attack.mitre.org/software/s0492）是基于MAC的恶意软件，它针对与加密货币交换相关的信息，并在受害者系统本身上启用加密货币挖掘。它是在2019年在野外发现的。（引用：Unit42 cookieminer 2019年1月）
S0050,CosmicDuke,[CosmicDuke](https://attack.mitre.org/software/S0050) is malware that was used by [APT29](https://attack.mitre.org/groups/G0016) from 2010 to 2015. (Citation: F-Secure The Dukes),https://attack.mitre.org/software/S0050,31 May 2017,28 March 2020,1.1,,Windows,"BotgenStudios, NemesisGemina, TinyBaron",malware,"(Citation: Secureworks IRON HEMLOCK Profile),(Citation: F-Secure The Dukes),,(Citation: F-Secure The Dukes),(Citation: F-Secure Cosmicduke)",Cosmicduke,[cosmicduke]（https://attack.mitre.org/software/s0050）是[apt29]（https://attack.mitre.mitre.org/groups/g0016）使用的恶意软件，2010年至2015年。 F-Secure公爵）
S0614,CostaBricks,[CostaBricks](https://attack.mitre.org/software/S0614) is a loader that was used to deploy 32-bit backdoors in the [CostaRicto](https://attack.mitre.org/groups/G0132) campaign.(Citation: BlackBerry CostaRicto November 2020),https://attack.mitre.org/software/S0614,24 May 2021,05 October 2022,1.1,,Windows,,malware,",(Citation: BlackBerry CostaRicto November 2020),(Citation: BlackBerry CostaRicto November 2020)",Costabricks,[Costabricks]（https://attack.mitre.org/software/s0614）是一种装载机，用于在[costaricto]（https://attack.mitre.metrre.metrre.org/groups/g0132）中部署32-BIT后门竞选。
S0046,CozyCar,"[CozyCar](https://attack.mitre.org/software/S0046) is malware that was used by [APT29](https://attack.mitre.org/groups/G0016) from 2010 to 2015. It is a modular malware platform, and its backdoor component can be instructed to download and execute a variety of modules with different functionality. (Citation: F-Secure The Dukes)",https://attack.mitre.org/software/S0046,31 May 2017,28 March 2020,1.2,,Windows,"Cozer, CozyBear, CozyDuke, EuroAPT",malware,"(Citation: Secureworks IRON HEMLOCK Profile),(Citation: F-Secure The Dukes),,(Citation: F-Secure CozyDuke)",Cozycar,[COZYCAR]（https://attack.mitre.org/software/s0046）是[apt29]使用的恶意软件（https://attack.mitre.mitre.org/groups/g0016）从2010年到2015年。模块化恶意软件平台及其后门组件可以指示下载并执行具有不同功能的各种模块。 （引用：f-secure the dukes）
S0488,CrackMapExec,"[CrackMapExec](https://attack.mitre.org/software/S0488), or CME, is a post-exploitation tool developed in Python and designed for penetration testing against networks. [CrackMapExec](https://attack.mitre.org/software/S0488) collects Active Directory information to conduct lateral movement through targeted networks.(Citation: CME Github September 2018)",https://attack.mitre.org/software/S0488,17 July 2020,29 July 2020,1.0,,Windows,,tool,"(Citation: US-CERT TA18-074A),(Citation: Secureworks IRON LIBERTY July 2019),(Citation: Symantec MuddyWater Dec 2018),(Citation: BitDefender Chafer May 2020),(Citation: CrowdStrike Carbon Spider August 2021),(Citation: TrendMicro POWERSTATS V3 June 2019),(Citation: FireEye APT39 Jan 2019),,(Citation: CME Github September 2018)",crackmapexec,[crackmapexec]（https://attack.mitre.org/software/s0488）或cme是在Python开发的后开发工具，设计用于针对网络的渗透测试。 [crackmapexec]（https://attack.mitre.org/software/s0488）收集活动目录信息以通过目标网络进行横向移动。（引用：CME Github 2018年9月）
S1023,CreepyDrive,"[CreepyDrive](https://attack.mitre.org/software/S1023) is a custom implant has been used by [POLONIUM](https://attack.mitre.org/groups/G1005) since at least early 2022 for C2 with and exfiltration to actor-controlled OneDrive accounts.(Citation: Microsoft POLONIUM June 2022)

[POLONIUM](https://attack.mitre.org/groups/G1005) has used a similar implant called CreepyBox that relies on actor-controlled DropBox accounts.(Citation: Microsoft POLONIUM June 2022)",https://attack.mitre.org/software/S1023,07 July 2022,10 August 2022,1.0,,"Office 365, Windows",,malware,"(Citation: Microsoft POLONIUM June 2022),,(Citation: Microsoft POLONIUM June 2022)",蠕变,"[CreepyDrive]（https://attack.mitre.org/software/s1023）是[Polonium]（https://attack.mitre.org/groups/g1005）自定义植入物，至少至少在2022年初以来， C2带有演员控制的OneDrive帐户。（引用：Microsoft Polonium 2022年6月）

[polonium]（https://attack.mitre.org/groups/g1005）使用了类似的植入物，称为Preepybox，依赖于Actor-Controlled Dropbox帐户。（引用：Microsoft Polonium，2022年6月））"
